Listing ID,Property Type,Street #,Street Name,City,Sale Type,Sale Price,Price Per SqFt,Bedrooms,Full Bath,Half Bath,Property Sqft,Age,Lot SqFt,DOM,View?,Pool?,Sale Date,MLS,Commission,Commission Level,Median Household Income
PW22247391,SFR/D,13010,Tierra Canyon DR  ,Moreno Valley,STD,475000,330.55,3,2,0,1437,40,7405,21,Y,Y,44959,CRMLSM,0.02,Medium,73635
219087301DA,CONDO/A,8859,Applewood DR  ,Rancho Cucamonga,STD,475000,407.03,2,1,1,1167,39,,75,,N,44960,CDAR,0.025,Medium,97046
EV22235655,SFR/D,17859,Camino Del Rey   ,Moreno Valley,STD,475000,270.35,3,2,1,1757,18,5227,18,N,N,44963,CRMLSM,0.02,Medium,73635
IV22259824,SFR/A,20760,Wells ST  ,Perris,STD,475000,365.95,2,1,0,1298,75,16117,1,Y,N,44964,CRMLSM,0.02,Medium,70910
EV22220625,SFR/D,830,California Privado   ,Ontario,STD,475000,420.73,2,2,1,1129,38,1129,54,N,N,44964,CRMLSM,0.025,Medium,71908
IV22139956,SFR/D,9829,Grace ST  ,Bloomington,STD,475000,430.25,3,1,0,1104,60,8775,170,N,N,44967,CRMLSM,0.0325,High,68628
OC22215725,SFR/D,16839,Calle Pinata   ,Moreno Valley,"STD,TRUS",475000,238.57,4,3,1,1991,33,5227,6,Y,N,44967,CRMLSM,0.0225,Medium,73635
OC22217502,SFR/D,4551,Mobley AVE  ,Riverside,STD,475000,364.54,3,1,0,1303,67,10019,43,Y,N,44970,CRMLSM,0.02,Medium,76755
CV23001194,SFR/D,228 E,Sunkist ST  ,Ontario,STD,475000,507.48,3,1,0,936,108,7350,7,Y,N,44970,CRMLSM,0.025,Medium,71908
IV22254388,SFR/D,24412,Eucalyptus Ave   ,Moreno Valley,STD,475000,730.77,2,1,0,650,74,20038,44,N,N,44971,CRMLSM,0.02,Medium,73635
OC22247954,SFR/D,17701,Corte Soledad   ,Moreno Valley,STD,475000,331.01,3,2,0,1435,18,7405,45,Y,N,44972,CRMLSM,0.025,Medium,73635
230001208SD,SFR/D,10053,Central Ave.   ,Montclair,,475000,400.84,3,1,1,1185,67,,12,,N,44974,SAND,0.025,Medium,67483
CV22254352,SFR/D,1455 N,El Dorado AVE  ,Ontario,"NOD,PRO,TRUS",475000,446.43,3,1,1,1064,62,7397,38,Y,N,44978,CRMLSM,0.02,Medium,71908
EV23009927,SFR/D,8255,Citrus AVE  ,Fontana,TRUS,475000,385.55,3,2,0,1232,52,8775,7,N,N,44979,CRMLSM,0.025,Medium,83468
EV22204154,SFR/D,175,Vista LN  ,Calimesa,STD,475000,327.59,4,2,0,1450,27,15682,114,Y,N,44980,CRMLSM,0.015,Low,67835
NDP2300051,SFR/D,33445,Bodie ST  ,Yucaipa,STD,475000,351.85,3,2,0,1350,60,8640,6,Y,N,44981,CRMLSP,0.025,Medium,75456
23234057,TWNHS,1150,San Marino CT   #101,Corona,NOD,475000,402.88,2,2,1,1179,34,,18,,N,44981,CLAW,0.02,Medium,95268
CV23009622,CONDO/A,9875,Bolero DR  ,Rancho Cucamonga,STD,475000,458.05,2,2,0,1037,38,,30,Y,N,44981,CRMLSM,0.02,Medium,97046
IG23026236,MANL/D,15531,Winchester WAY  ,Riverside,STD,475000,329.18,2,2,0,1443,51,43560,78,Y,N,44983,CRMLSM,0.025,Medium,76755
IV23000313,SFR/D,25661,Moonseed DR  ,Moreno Valley,STD,475000,422.6,3,2,0,1124,36,7841,8,Y,N,44984,CRMLSM,0.025,Medium,73635
WS22220649,SFR/D,1319,Kearney ST  ,Riverside,STD,475000,247.27,4,2,0,1921,68,8712,69,Y,N,44985,CRMLSM,0.02,Medium,76755
IV22252977,SFR/D,8586,Palmetto AVE  ,Fontana,STD,475000,520.83,2,2,0,912,73,7155,52,N,N,44985,CRMLSM,0.02,Medium,83468
SW22253391,MANL/D,20287,Bonham ST  ,Perris,STD,475000,185.55,4,2,0,2560,23,38333,35,Y,N,44994,CRMLSM,0.025,Medium,70910
CV23013414,SFR/A,1382,Yukon AVE  ,Perris,STD,475000,391.91,3,2,1,1212,28,3920,14,Y,N,44994,CRMLSM,0.025,Medium,70910
EV23003698,SFR/D,1482,Sutter Way   ,Riverside,STD,475000,601.27,2,1,1,790,71,6534,16,Y,Y,45001,CRMLSM,0.025,Medium,76755
23241129,SFR,5095 N,G ST  ,San Bernardino,STD,475000,274.88,3,2,0,1728,66,7300,8,Y,N,45002,CLAW,0.025,Medium,55372
IV22225607,SFR/D,3227,Thistlewood LN  ,Perris,STD,475000,254.42,3,2,0,1867,19,5663,101,N,N,45002,CRMLSM,0.02,Medium,70910
MB23004581,SFR/D,167,Tahoe ST  ,Perris,STD,475000,327.81,3,2,1,1449,33,5663,115,Y,N,45004,CRMLSM,0.02,Medium,70910
23248839,SFR,1801,Terrace AVE  ,Colton,STD,475000,388.71,4,2,0,1222,52,8470,13,N,N,45006,CLAW,0.03,High,60874
NDP2300890,SFR/D,963,Orchard Ln   ,Ontario,STD,475000,507.48,3,1,0,936,76,6000,10,Y,N,45006,CRMLSP,0.025,Medium,71908
PW23015498,SFR/D,2795,Prospect Ave   ,Riverside,STD,475000,423.35,3,1,0,1122,73,6970,18,Y,N,45013,CRMLSM,0.02,Medium,76755
CV23025870,SFR/D,561 W,Manzanita ST  ,Rialto,STD,475000,319.22,3,2,1,1488,37,4300,9,N,N,45014,CRMLSM,0.025,Medium,69934
EV23024776,SFR/D,6195,Mandy LN  ,San Bernardino,STD,475000,397.49,3,2,0,1195,41,7276,8,Y,N,45015,CRMLSM,0.025,Medium,55372
219089749DA,SFR/D,1411,Opal Ct   ,Beaumont,STD,475000,285.8,3,2,1,1662,6,4792,65,Y,N,45016,CDAR,0.02,Medium,92797
IV23030795,SFR/D,996,Gleneagles RD  ,Beaumont,STD,475000,223.32,2,2,1,2127,20,10454,37,Y,N,45017,CRMLSM,0.02,Medium,92797
PW23051716,SFR/D,1932,Cherry Wood LN  ,Colton,STD,475000,378.79,3,2,1,1254,39,5300,6,Y,N,45021,CRMLSM,0.02,Medium,60874
SW23038058,TWNHS/A,42989,Calle Cristal   ,Temecula,STD,475000,421.1,2,2,0,1128,11,,13,Y,N,45022,CRMLSM,0.02,Medium,103546
IV23027638,SFR/D,14528,Southwood DR  ,Fontana,STD,475000,487.18,2,2,0,975,36,3600,8,N,N,45026,CRMLSM,0.02,Medium,83468
IG23002968,SFR/D,3671,Ginger ST  ,Perris,STD,475000,290.7,3,2,0,1634,17,4356,66,Y,N,45027,CRMLSM,0.02,Medium,70910
OC23021720,SFR/D,11124,Baker LN  ,Riverside,STD,475000,214.25,3,2,1,2217,19,6970,24,Y,N,45028,CRMLSM,0.025,Medium,76755
CV23030024,SFR/D,524 W,7th ST  ,Corona,STD,475000,269.89,4,2,2,1760,27,3920,23,N,N,45028,CRMLSM,0.025,Medium,95268
HD23054425,SFR/D,3030 N,D ST  ,San Bernardino,STD,475000,310.05,3,1,0,1532,91,6132,6,N,N,45034,CRMLSM,0.02,Medium,55372
CV23064378,SFR/D,1330,Rogers LN  ,San Bernardino,STD,475000,380,4,2,0,1250,51,7296,16,Y,Y,45037,CRMLSM,0.02,Medium,55372
IV23052894,SFR/D,362 E,7th ST  E,Perris,STD,475000,385.24,3,2,0,1233,22,6534,35,N,N,45037,CRMLSM,0.02,Medium,70910
CV23040772,CONDO/A,16408,Valencia AVE   #412,Fontana,STD,475000,324.23,3,2,1,1465,4,,16,Y,N,45037,CRMLSM,0.025,Medium,83468
CV23045680,TWNHS/A,826,California Privado   ,Ontario,"STD,TRUS",475000,395.5,2,2,1,1201,38,,7,Y,N,45037,CRMLSM,0.02,Medium,71908
SR23010768,SFR/D,5589,Osbun RD  ,San Bernardino,STD,475000,312.09,3,2,0,1522,68,7000,66,Y,N,45040,CRMLSM,0.025,Medium,55372
CV23062081,SFR/D,3936,Monroe ST  ,Riverside,STD,475000,403.91,3,2,0,1176,68,6534,9,N,N,45040,CRMLSM,0.03,High,76755
PW23060652,SFR/D,12931,Sunnymeadows DR  ,Moreno Valley,NOD,475000,300.25,3,2,0,1582,40,7405,15,N,N,45041,CRMLSM,0.02,Medium,73635
CV23041963,SFR/D,15430,Slover AVE  ,Fontana,STD,475000,534.91,3,1,0,888,65,9620,13,N,N,45042,CRMLSM,0.02,Medium,83468
IV23055774,SFR/D,580 N,Macy ST  ,San Bernardino,STD,475000,362.6,4,2,0,1310,44,7350,1,N,N,45042,CRMLSM,0.02,Medium,55372
IG23036799,SFR/D,2389,Weatherwood RD  ,Corona,"STD,TRUS",475000,526.61,2,2,0,902,38,3485,28,N,N,45042,CRMLSM,0.02,Medium,95268
CV22221115,SFR/D,173,Vista LN  ,Calimesa,STD,475000,327.59,4,2,0,1450,27,12197,161,Y,N,45044,CRMLSM,0.025,Medium,67835
EV23043269,SFR/D,1103,Radka AVE  ,Beaumont,STD,475000,254.97,4,3,0,1863,33,6534,8,Y,N,45047,CRMLSM,0.02,Medium,92797
EV22068736,SFR/D,1569,Sheridan RD  ,San Bernardino,STD,474999,469.37,3,1,0,1012,68,9000,4,Y,N,44712,CRMLSM,0.02,Medium,55372
CV22179942,SFR/D,4864,Park AVE  ,Riverside,STD,474999,431.03,3,1,0,1102,97,6970,71,N,N,44938,CRMLSM,0.02,Medium,76755
PW23041622,SFR/D,1214 S,Sultana AVE  ,Ontario,TRUS,474999,544.72,2,1,0,872,71,5356,2,N,N,45004,CRMLSM,0.02,Medium,71908
SR23066330,TWNHS/A,9867,Serrano CT  ,Rancho Cucamonga,STD,474999,368.79,3,2,1,1288,40,,4,Y,N,45044,CRMLSM,0.02,Medium,97046
OC21236815,CONDO/A,16425,Arrow Blvd    #1712,Fontana,STD,474990,282.23,3,2,1,1683,2,,15,N,N,44666,CRMLSM,0.025,Medium,83468
EV23023653,SFR/D,36949,Buccella LN  ,Beaumont,STD,474990,267.15,3,2,1,1778,0,7152,9,N,N,45014,CRMLSM,0.020000421,Medium,92797
EV22186478,SFR/D,36957,Buccella LN  ,Beaumont,STD,474990,267.15,3,2,1,1778,1,7120,138,Y,N,45019,CRMLSM,0.020206741,Medium,92797
IG22170456,SFR/D,21590,Burch ST  ,Perris,STD,474900,352.56,3,2,0,1347,39,19166,15,N,N,44832,CRMLSM,0.02,Medium,70910
SW22147073,SFR/D,41157,Poco Via ST  ,Temecula,STD,474900,449.72,3,2,0,1056,52,5663,88,Y,N,44897,CRMLSM,0.025,Medium,103546
IV22218392,SFR/D,227 E,51St ST  ,San Bernardino,STD,474900,300.19,3,2,0,1582,63,6750,169,Y,N,45013,CRMLSM,0.025,Medium,55372
IG23061389,SFR/D,6089,Norwood AVE  ,Riverside,STD,474900,509.55,2,1,0,932,67,8712,21,N,N,45033,CRMLSM,0.025,Medium,76755
IV23038681,TWNHS/A,5864,Fairlane DR  ,Riverside,"STD,TRUS",474900,286.95,3,2,1,1655,39,,37,N,N,45034,CRMLSM,0.02,Medium,76755
CV23060123,CONDO/A,2821,Oak Creek DR   #E,Ontario,STD,474888,303.25,3,2,1,1566,40,,9,Y,N,45037,CRMLSM,0.0225,Medium,71908
OC22226289,TWNHS/A,3718,Avenida Veracruz   ,Riverside,STD,474800,365.23,2,2,1,1300,26,,6,Y,N,44900,CRMLSM,0.02,Medium,76755
EV22165914,SFR/D,235 E,Crescent AVE  ,Redlands,STD,474500,388.62,3,2,0,1221,62,7500,6,Y,N,44805,CRMLSM,0.025,Medium,87184
SW22146810,CONDO/A,16670,Wyndham LN   #9,Fontana,STD,474500,341.12,2,2,1,1391,1,,49,N,N,44833,CRMLSM,0.01,Low,83468
IV21266726,SFR/D,5999,Wadsworth AVE  ,San Bernardino,STD,474000,331.93,3,2,0,1428,62,9040,9,Y,N,44596,CRMLSM,0.02,Medium,55372
219078946DA,SFR/D,36263,Straightaway DR  ,Beaumont,STD,474000,364.62,3,2,0,1300,10,5227,15,,,44721,CDAR,0.025,Medium,92797
MB22032588,SFR/A,25454,26th ST  ,San Bernardino,STD,474000,393.69,3,2,0,1204,68,8610,27,Y,N,44728,CRMLSM,0.02,Medium,55372
CV22132532,SFR/D,1393,Glenmare ST  ,San Bernardino,STD,474000,306.99,3,2,0,1544,67,12600,19,Y,N,44782,CRMLSM,0.02,Medium,55372
CV22194919,SFR/D,1642,Easton LN  ,Beaumont,STD,474000,245.09,2,2,0,1934,1,6735,23,N,N,44848,CRMLSM,0.03,High,92797
IG22189939,SFR/D,14940,Cliffrose CT  ,Moreno Valley,STD,474000,269.62,5,2,0,1758,44,8276,88,N,N,44925,CRMLSM,0.03,High,73635
IG22142544,SFR/D,22740,Brompton ST  ,Moreno Valley,STD,474000,395,3,2,0,1200,33,5227,236,Y,N,45009,CRMLSM,0.0175,Low,73635
IG23034601,CONDO/A,2915,Via Milano    #108,Corona,STD,474000,423.21,2,2,0,1120,32,,24,N,N,45010,CRMLSM,0.02,Medium,95268
IV21012393,CONDO/A,9366,Calm Water PL  ,Rancho Cucamonga,STD,473814,345.6,3,2,0,1371,2,,22,N,N,44608,CRMLSM,0.03,High,97046
EV22206353,SFR/D,14043,Hera PL  ,Beaumont,STD,473584,240.89,4,3,0,1966,1,5930,37,Y,N,44917,CRMLSM,0.020604581,Medium,92797
CV22221087,SFR/D,35418,Price ST  ,Beaumont,STD,473162,263.89,3,3,0,1793,1,4452,6,N,N,44923,CRMLSM,0.03,High,92797
EV21252290,SFR/D,565 E,40th ST  ,San Bernardino,STD,473000,346.27,3,2,0,1366,68,7300,1,Y,N,44565,CRMLSM,0.02,Medium,55372
SW21235468,SFR/D,11685,Indio CT  ,Yucaipa,STD,473000,362.17,3,2,0,1306,65,7200,38,N,N,44565,CRMLSM,0.02,Medium,75456
PTP2108473,SFR/D,2745,Valencia AVE  ,San Bernardino,STD,473000,391.23,3,1,1,1209,72,10720,7,N,N,44587,CRMLSP,0.0225,Medium,55372
EV22080700,SFR/D,5639,Palomar AVE  ,San Bernardino,STD,473000,305.56,3,2,0,1548,64,9200,7,Y,N,44725,CRMLSM,0.03,High,55372
CV22241708,SFR/D,11479,Sheridan WAY  ,Beaumont,STD,473000,263.66,3,0,1,1794,1,4946,80,N,N,44972,CRMLSM,0.03,High,92797
CV23014487,SFR/D,37227,Winged Foot RD  ,Beaumont,STD,473000,263.95,4,2,0,1792,18,5227,27,Y,N,45002,CRMLSM,0.02,Medium,92797
CV23028737,SFR/D,25034,Quebrada CT  ,Moreno Valley,STD,473000,356.98,2,2,0,1325,39,11326,16,Y,N,45027,CRMLSM,0.025,Medium,73635
IV23047429,SFR/D,1677,Vasili LN  ,Beaumont,STD,473000,344.25,3,2,0,1374,34,7405,7,Y,N,45042,CRMLSM,0.025,Medium,92797
EV23004975,SFR/D,14042,Casetta DR  ,Beaumont,STD,472990,240.58,4,3,0,1966,0,6490,20,N,N,45000,CRMLSM,0.020000423,Medium,92797
CV21250464,TWNHS/A,441 N,Beechwood AVE   #171,Rialto,STD,472635,319.13,3,2,1,1481,2,,15,N,N,44568,CRMLSM,,,69934
SW23051980,SFR/D,11612,Omeara WAY  ,Beaumont,STD,472550,237.94,3,2,1,1986,0,6078,12,N,N,45026,CRMLSM,0.02,Medium,92797
DW21256629,SFR/D,2751,Iris St   ,Riverside,STD,472500,440.76,3,1,0,1072,95,5663,4,N,N,44575,CRMLSM,0.02,Medium,76755
IG22199904,SFR/D,22575,Franklin ST  ,Grand Terrace,STD,472500,283.95,3,2,0,1664,51,7276,14,Y,N,44858,CRMLSM,0.02,Medium,76791
SW22157845,SFR/D,13578,Seville AVE  ,Fontana,"PRO,TRUS",472500,350,4,2,0,1350,23,8000,110,Y,N,44970,CRMLSM,0.025,Medium,83468
DW21254518,SFR/D,23680,Redbark DR  ,Moreno Valley,STD,472000,327.55,3,2,0,1441,36,11761,0,N,N,44567,CRMLSM,0.02,Medium,73635
IG21194589,CONDO/A,6598,Le Blan WAY  ,Riverside,STD,472000,215.72,4,3,0,2188,45,,61,Y,N,44573,CRMLSM,0.02,Medium,76755
21107335,SFR,3415 N,Pershing AVE  ,San Bernardino,STD,472000,451.24,3,1,1,1046,64,6750,18,Y,N,44575,CLAW,0.02,Medium,55372
21102417,SFR,17223,Bronco LN  ,Moreno Valley,STD,472000,279.29,3,2,0,1690,19,6098,46,Y,N,44589,CLAW,0.02,Medium,73635
PW21252147,SFR/D,12779,MEADBURY DR   ,Moreno Valley,STD,472000,362.52,3,2,0,1302,41,7405,8,Y,N,44615,CRMLSM,0.02,Medium,73635
IV22038080,SFR/D,13905,caspian way   ,Moreno Valley,STD,472000,289.57,3,2,1,1630,37,8712,19,N,N,44658,CRMLSM,0.0175,Low,73635
IG22050049,CONDO/A,2708 S,Montego    #F,Ontario,STD,472000,428.7,2,2,0,1101,35,,10,N,N,44670,CRMLSM,0.02,Medium,71908
IV22005326,SFR/D,13365,Indian ST  ,Moreno Valley,STD,472000,378.51,4,2,0,1247,64,9583,96,Y,N,44708,CRMLSM,0.0225,Medium,73635
AR22118132,CONDO/A,2034 S,Bon View AVE   #C,Ontario,STD,472000,346.04,2,2,1,1364,38,,7,N,N,44757,CRMLSM,0.02,Medium,71908
EV22166845,SFR/D,33518,Colorado ST  ,Yucaipa,STD,472000,393.33,2,2,0,1200,66,10200,31,Y,N,44841,CRMLSM,0.02,Medium,75456
EV22183830,SFR/D,1010 N,12th ST  ,Colton,STD,472000,409.01,3,2,0,1154,70,6000,22,Y,N,44847,CRMLSM,0.02,Medium,60874
IV22242203,SFR/A,161 W,Indian School LN  ,Banning,STD,472000,253.76,3,2,0,1860,73,10890,84,Y,N,44980,CRMLSM,0.025,Medium,46834
EV23039643,SFR/D,1264 W,Westward   ,Banning,STD,472000,331,3,2,0,1426,34,20038,7,Y,N,45035,CRMLSM,0.02,Medium,46834
EV21257991,TWNHS/A,400 N,Glenwood AVE  ,Rialto,STD,471990,296.48,3,2,1,1592,2,,40,N,N,44623,CRMLSM,0.0125,Low,69934
22167631,SFR/D,3760,LA HACIENDA DR  ,San Bernardino,STD,471950,355.38,3,2,0,1328,68,10400,21,N,N,44776,CLAW,0.02,Medium,55372
TR22003457,CONDO/A,7353,Ellena   W #175,Rancho Cucamonga,STD,471500,432.97,2,1,0,1089,20,,0,Y,N,44603,CRMLSM,0.02,Medium,97046
IV22091690,MANL/D,26705,Toliver RD  ,Perris,STD,471500,270.36,3,2,0,1744,39,47480,8,Y,Y,44735,CRMLSM,0.02,Medium,70910
CV23065197,SFR/D,1269,Conejo PL  ,San Bernardino,STD,471500,259.64,3,2,0,1816,61,11834,10,N,Y,45047,CRMLSM,0.02,Medium,55372
OC23002157,TWNHS/A,40647,Melrose DR  ,Temecula,STD,471295,339.79,2,2,1,1387,0,,11,Y,N,44946,CRMLSM,0.025,Medium,103546
EV23046876,SFR/D,14065,Casetta DR  ,Beaumont,STD,471080,301.2,3,2,0,1564,0,6055,24,Y,N,45030,CRMLSM,0.019826781,Low,92797
EV22014902,SFR/D,6367 N,Azalea AVE  ,San Bernardino,STD,471050,433.75,3,2,0,1086,35,7260,13,Y,N,44621,CRMLSM,0.025,Medium,55372
IV21253805,SFR/D,3414 N,Fairfax DR  ,San Bernardino,STD,471000,310.69,3,2,0,1516,62,7500,3,Y,N,44564,CRMLSM,0.02,Medium,55372
EV22003564,SFR/D,511,Anna LN  ,Beaumont,STD,471000,329.14,3,2,0,1431,35,16553,2,Y,Y,44595,CRMLSM,0.025,Medium,92797
SR22008946,SFR/D,13408,Nutmeg ST  ,Moreno Valley,STD,471000,444.34,3,2,0,1060,36,7405,9,N,N,44621,CRMLSM,0.025,Medium,73635
HD22039383,CONDO/A,8214,La Salle PL  ,Rancho Cucamonga,"PRO,TRUS",471000,472.89,2,2,1,996,34,,10,Y,N,44680,CRMLSM,0.02,Medium,97046
CV22087348,SFR/D,1210,Lilac Ridge DR  ,Perris,STD,471000,406.03,3,2,0,1160,27,3920,5,Y,N,44715,CRMLSM,0.02,Medium,70910
IV22235968,SFR/D,13905,Red Mahogany DR  ,Moreno Valley,STD,471000,328.45,3,2,1,1434,38,4791,11,N,N,44917,CRMLSM,0.025,Medium,73635
IV22226254,SFR/D,25373,Hemlock AVE  ,Moreno Valley,REO,471000,354.14,3,2,0,1330,40,4356,42,N,N,44956,CRMLSM,0.025,Medium,73635
CV21267135,TWNHS/A,479 N,Beechwood AVE   #184,Rialto,STD,470990,299.04,3,2,1,1575,2,,10,N,N,44614,CRMLSM,,,69934
CV22067306,CONDO/A,14975 S,Highland AVE   #89,Fontana,STD,470500,367,2,2,0,1282,14,,7,Y,N,44680,CRMLSM,0.02,Medium,83468
PW21199079,SFR/D,30152,Pechanga DR  ,Temecula,"STD,TRUS",470100,521.18,2,2,0,902,35,8276,13,N,N,44594,CRMLSM,0.02,Medium,103546
IV21234940,SFR/D,9675,Sycamore Canyon RD  ,Moreno Valley,STD,470000,278.11,3,2,1,1690,35,5663,17,N,N,44566,CRMLSM,0.02,Medium,73635
IV21185506,SFR/D,3338 N,D ST  ,San Bernardino,STD,470000,226.07,3,1,1,2079,70,6800,86,Y,N,44567,CRMLSM,0.02,Medium,55372
IG21229015,SFR/D,1270,Silver Torch DR  ,Beaumont,STD,470000,264.64,3,2,0,1776,19,6098,12,Y,N,44567,CRMLSM,0.02,Medium,92797
CV21244298,SFR/D,1822 W,Westwind ST  ,Colton,STD,470000,270.74,4,2,1,1736,35,3825,7,Y,N,44568,CRMLSM,0.02,Medium,60874
EV21250726,SFR/D,1459,Albillo   ,Perris,STD,470000,284.33,3,2,1,1653,20,3920,4,Y,N,44572,CRMLSM,0.02,Medium,70910
TR21249049,SFR/D,1350,Turley ST  ,Riverside,STD,470000,385.88,3,2,0,1218,36,7841,4,Y,N,44574,CRMLSM,0.025,Medium,76755
IV21111157,SFR/D,21525,Wind Stone WAY  ,Perris,STD,470000,261.11,4,2,0,1800,2,7405,0,N,N,44580,CRMLSM,0.0175,Low,70910
IG21103186,TWNHS/A,2228,El Capitan DR  ,Riverside,STD,470000,291.56,3,2,1,1612,51,,138,Y,N,44580,CRMLSM,0.02,Medium,76755
IV21208010,SFR/D,635 N,Acacia AVE  ,Rialto,PRO,470000,346.35,3,2,0,1357,68,8600,28,N,N,44581,CRMLSM,0.02,Medium,69934
IV21254737,SFR/D,7333,Lillian LN  ,Highland,PRO,470000,236.3,4,2,0,1989,73,9585,9,N,N,44587,CRMLSM,0.025,Medium,69225
DW21253796,SFR/D,448 W,Marshall BLVD  ,San Bernardino,STD,470000,316.29,3,2,0,1486,69,11550,24,N,N,44588,CRMLSM,0.02,Medium,55372
OC21269832,SFR/D,2878,Serrano Rd   ,San Bernardino,STD,470000,173.18,5,3,0,2714,86,10500,11,N,N,44589,CRMLSM,0.02,Medium,55372
EV21263994,SFR/D,4695 N,Cristy AVE  ,San Bernardino,PRO,470000,406.22,3,2,0,1157,30,8295,7,Y,N,44589,CRMLSM,0.025,Medium,55372
IV21263866,SFR/D,26672,Fleming ST  ,Highland,STD,470000,434.78,3,2,0,1081,61,8160,10,N,Y,44589,CRMLSM,0.02,Medium,69225
IG21238634,SFR/D,25893,Margaret AVE  ,Moreno Valley,STD,470000,289.77,4,2,0,1622,38,7405,4,Y,N,44593,CRMLSM,0.02,Medium,73635
IG21233250,SFR/D,606 E,Maple ST  ,Ontario,STD,470000,376.3,3,1,1,1249,67,8640,7,Y,N,44601,CRMLSM,0.02,Medium,71908
CV22014663,TWNHS/A,9833,Bolero DR  ,Rancho Cucamonga,STD,470000,453.23,2,2,0,1037,38,,9,Y,N,44603,CRMLSM,0.02,Medium,97046
IG22001067,SFR/D,25418,Wedmore DR  ,Moreno Valley,STD,470000,382.11,3,2,0,1230,39,7405,5,N,N,44610,CRMLSM,0.02,Medium,73635
EV21265185,CONDO/A,44953,Blue Rosemary WAY   #86,Temecula,STD,470000,350.75,2,2,0,1340,14,,9,N,N,44610,CRMLSM,0.02,Medium,103546
AR21255134,SFR/D,1701,Darby ST  ,San Bernardino,STD,470000,369.79,3,2,0,1271,71,7500,9,N,N,44614,CRMLSM,0.02,Medium,55372
CV21241161,SFR/D,4934 N,G ST  ,San Bernardino,STD,470000,262.42,5,2,0,1791,64,7200,47,Y,N,44614,CRMLSM,0.015,Low,55372
AR21253540,SFR/D,950,Latham ST  ,Colton,STD,470000,324.81,3,2,0,1447,66,8060,48,N,N,44616,CRMLSM,0.02,Medium,60874
IV22003050,CONDO/A,1603,Coco Palm CT   #D,Corona,STD,470000,413.01,2,2,1,1138,39,,2,N,N,44616,CRMLSM,0.02,Medium,95268
IG21262663,SFR/D,144 N,Plymouth WAY  ,San Bernardino,STD,470000,370.66,3,2,0,1268,34,5250,34,Y,N,44617,CRMLSM,0.0175,Low,55372
DW21244852,SFR/D,4283,Mountain DR  ,San Bernardino,STD,470000,418.89,3,1,1,1122,61,9455,19,N,Y,44621,CRMLSM,0.02,Medium,55372
IV22001953,SFR/D,713,Greentree LN  ,Beaumont,STD,470000,376,3,2,0,1250,21,8276,20,N,N,44622,CRMLSM,0.02,Medium,92797
NDP2201023,SFR/D,30498,Milky Way Dr   ,Temecula,STD,470000,493.18,2,1,0,953,39,8712,7,N,N,44624,CRMLSP,0.025,Medium,103546
CV22026009,SFR/D,616 W,52nd ST  ,San Bernardino,STD,470000,417.41,3,2,0,1126,66,8160,6,Y,N,44624,CRMLSM,0.02,Medium,55372
EV22017269,SFR/D,7142,Church AVE  ,Highland,STD,470000,382.74,4,2,0,1228,63,7140,13,Y,N,44627,CRMLSM,0.02,Medium,69225
IG22018989,SFR/D,4308,Jefferson ST  ,Riverside,STD,470000,524.55,3,2,0,896,73,6970,7,N,N,44629,CRMLSM,0.02,Medium,76755
IV22006513,SFR/D,22824,Chambray DR  ,Moreno Valley,STD,470000,348.15,4,2,0,1350,39,8276,16,N,N,44630,CRMLSM,0.0225,Medium,73635
CV22016044,SFR/A,8719,Pine Crest PL  ,Rancho Cucamonga,STD,470000,360.43,3,2,1,1304,40,4000,5,Y,N,44632,CRMLSM,0.015,Low,97046
EV22019590,SFR/D,26681,14th ST  ,Highland,STD,470000,394.96,3,2,0,1190,55,6570,4,N,N,44637,CRMLSM,0.025,Medium,69225
PW22000716,SFR/D,25213,Pebble Creek WAY  ,Moreno Valley,STD,470000,406.22,3,2,0,1157,35,8276,7,N,N,44642,CRMLSM,0.025,Medium,73635
SW22023849,SFR/D,1504,Medallion CT  ,Perris,STD,470000,307.19,3,2,1,1530,33,3485,14,N,N,44645,CRMLSM,0.025,Medium,70910
IV22062953,SFR/D,26092,Hinckley ST  ,Loma Linda,STD,470000,346.35,3,2,0,1357,43,8784,0,Y,N,44649,CRMLSM,0.02,Medium,63272
EV22005705,SFR/D,34737,Knarr RD  ,Yucaipa,STD,470000,360.43,3,2,0,1304,63,15444,9,Y,N,44651,CRMLSM,0.025,Medium,75456
IG22032981,SFR/D,1009,Symeron CT  ,Perris,STD,470000,331.69,3,2,0,1417,35,9583,14,Y,N,44651,CRMLSM,0.02,Medium,70910
DW22039357,SFR/D,24522,Oneida ST  ,Moreno Valley,STD,470000,421.15,3,2,0,1116,40,7405,7,N,N,44651,CRMLSM,0.02,Medium,73635
EV22019231,SFR/D,2948 N,D ST  ,San Bernardino,STD,470000,336.44,3,2,0,1397,94,7200,3,Y,N,44652,CRMLSM,0.025,Medium,55372
AR22021979,CONDO/A,10187,Chaparral WAY   #H,Rancho Cucamonga,STD,470000,465.35,2,2,0,1010,36,,4,Y,N,44652,CRMLSM,0.02,Medium,97046
IV22033529,SFR/D,1430,Misty LN   #C,Beaumont,STD,470000,285.19,3,2,1,1648,8,1307,3,Y,Y,44655,CRMLSM,0.02,Medium,92797
